question,temporality,feature,label,mode,model,f1_binary_mean,f1_binary_std,f1_macro_mean,f1_macro_std
2,False,all,anxiety,Pass,SVC,0.3844444444444444,0.264761714437905,0.25055555555555553,0.13008781459526805
2,False,all,anxiety,Pass,LinearSVC,0.3142857142857143,0.20578371844125617,0.30317460317460315,0.1257567168252121
3,False,all,depression,selection feature,SVC,0.32999999999999996,0.32710854467592254,0.45893939393939387,0.16828279796766918
3,False,all,depression,selection feature,LinearSVC,0.3276190476190476,0.20741361614721754,0.4542857142857143,0.09673525598543112
3,False,all,depression,selection feature,LogisticRegression,0.29333333333333333,0.1673320053068151,0.4569230769230769,0.07096938436694196
3,False,all,depression,selection feature,GradientBoostingClassifier,0.27999999999999997,0.2588435821108957,0.49333333333333335,0.16857243744653713
3,False,all,depression,selection feature,DecisionTreeClassifier,0.26666666666666666,0.3651483716701107,0.5060606060606061,0.1870422174075832
3,False,all,depression,selection feature,GaussianNB,0.25142857142857145,0.2510386587027291,0.41748917748917747,0.12694896535360772
3,False,all,depression,selection feature,RandomForestClassifier,0.24000000000000005,0.21908902300206645,0.4693939393939394,0.11015057729582824
3,False,all,depression,selection feature,KNeighborsClassifier,0.08,0.17888543819998318,0.29454545454545455,0.13526606551063228
3,False,all,depression,selection feature,HistGradientBoostingClassifier,0.0,0.0,0.3784382284382285,0.023220983789778094
3,False,all,depression,PCA,KNeighborsClassifier,0.29047619047619044,0.2975714247612951,0.4088095238095238,0.17497489291874826
3,False,all,depression,PCA,LogisticRegression,0.24000000000000005,0.3577708763999664,0.4622222222222222,0.23473126215333728
3,False,all,depression,PCA,GradientBoostingClassifier,0.18095238095238092,0.2616882221720778,0.3566089466089466,0.13969153579130636
3,False,all,depression,PCA,GaussianNB,0.16,0.21908902300206645,0.39656565656565657,0.14783683237692888
3,False,all,depression,PCA,SVC,0.15714285714285714,0.22812456318101876,0.3865367965367965,0.15035100078347424
3,False,all,depression,PCA,LinearSVC,0.14666666666666667,0.2022100118413747,0.3738383838383838,0.11402313528430648
3,False,all,depression,PCA,DecisionTreeClassifier,0.1,0.223606797749979,0.31787878787878787,0.1869449748729337
3,False,all,depression,PCA,RandomForestClassifier,0.1,0.22360679774997896,0.37727272727272726,0.15607531557626725
3,False,all,depression,PCA,HistGradientBoostingClassifier,0.0,0.0,0.3784382284382285,0.023220983789778094
3,False,all,depression,Pass,DecisionTreeClassifier,0.6066666666666667,0.1570562531918633,0.694949494949495,0.10243362452796106
3,False,all,depression,Pass,GaussianNB,0.4076190476190476,0.3808571309494039,0.5009523809523809,0.23968148848713033
3,False,all,depression,Pass,LinearSVC,0.3657142857142857,0.3716482866630651,0.5034920634920634,0.24425471919871683
3,False,all,depression,Pass,GradientBoostingClassifier,0.34,0.1949358868961793,0.5269230769230769,0.09423731008172846
3,False,all,depression,Pass,LogisticRegression,0.3180952380952381,0.35351169929996673,0.49835164835164836,0.21731693451925882
3,False,all,depression,Pass,KNeighborsClassifier,0.2,0.2738612787525831,0.4311111111111111,0.20384422762443502
3,False,all,depression,Pass,RandomForestClassifier,0.13333333333333333,0.2981423969999719,0.43465034965034965,0.15882615418113924
3,False,all,depression,Pass,HistGradientBoostingClassifier,0.0,0.0,0.3784382284382285,0.023220983789778094
3,False,all,depression,Pass,SVC,0.0,0.0,0.3560606060606061,0.051936777275765504
3,False,all,anxiety,selection feature,HistGradientBoostingClassifier,0.6896969696969697,0.05659450923601823,0.34484848484848485,0.028297254618009113
3,False,all,anxiety,selection feature,LogisticRegression,0.6880952380952381,0.26968949980274515,0.6880952380952381,0.26317333467057913
3,False,all,anxiety,selection feature,LinearSVC,0.6736507936507936,0.28152484051618676,0.704920634920635,0.21414192706752574
3,False,all,anxiety,selection feature,RandomForestClassifier,0.6547619047619048,0.19597711468040863,0.6530952380952381,0.17629421013203211
